genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000280411.1	ENSG00000280411.1	1.45786678418763	4.03653971923992	1.84297646022554e-05	3.4276132914833e-05	IGHV1-69D	102723169
ENSG00000115694.15	ENSG00000115694.15	0.270211728142482	6.34732866273553	1.84382183658955e-05	3.42853675074026e-05	STK25	10494
ENSG00000144837.9	ENSG00000144837.9	0.774354696468814	2.10196484968405	1.84382794820585e-05	3.42853675074026e-05	PLA1A	51365
ENSG00000273311.1	ENSG00000273311.1	0.443957435711751	0.837226527396359	1.84830774044112e-05	3.43653598939765e-05	DGCR11	25786
ENSG00000184209.15	ENSG00000184209.15	0.336637462682894	4.36826460201002	1.84994098240802e-05	3.43924164162816e-05	SNRNP35	11066
ENSG00000198863.7	ENSG00000198863.7	0.398861796238937	5.74238021503762	1.85020591309172e-05	3.43940317832043e-05	RUNDC1	146923
ENSG00000166704.11	ENSG00000166704.11	0.396189176443872	4.3659829472297	1.85236011572444e-05	3.44307637020732e-05	ZNF606	80095
ENSG00000109606.13	ENSG00000109606.13	0.26729343723489	7.29821870196595	1.86309140976657e-05	3.46235688829925e-05	DHX15	1665
ENSG00000135472.9	ENSG00000135472.9	1.12193780444642	3.33357896182499	1.88298378719546e-05	3.49865161114185e-05	FAIM2	23017
ENSG00000116604.18	ENSG00000116604.18	0.298303160774126	6.68902021630625	1.89665020047392e-05	3.52370538303089e-05	MEF2D	4209
ENSG00000162782.16	ENSG00000162782.16	0.773491302193873	3.5394243943595	1.9006512677921e-05	3.53079922984978e-05	TDRD5	163589
ENSG00000248932.6	ENSG00000248932.6	0.397129334090639	2.79713635873661	1.90262601214634e-05	3.53412781756183e-05	COPB2-DT	100507291
ENSG00000268516.2	ENSG00000268516.2	0.374539218427361	1.66965237872554	1.90336383265566e-05	3.53515840008096e-05	ZNF8-DT	105372482
ENSG00000113555.6	ENSG00000113555.6	-0.357345234004035	4.47262834080471	1.90880034388232e-05	3.54491492435289e-05	PCDH12	51294
ENSG00000168754.15	ENSG00000168754.15	1.07168694659208	1.44185947779041	1.91768839283994e-05	3.56107895538614e-05	FAM178B	51252
ENSG00000211670.2	ENSG00000211670.2	1.6609121932252	2.91295670424593	1.92838842130622e-05	3.58060433706206e-05	IGLV3-9	28804
ENSG00000184454.7	ENSG00000184454.7	-0.962890345076677	2.60853652452409	1.94480172210488e-05	3.61073326935339e-05	NCMAP	400746
ENSG00000188707.6	ENSG00000188707.6	0.47178565694042	3.81292643373561	1.95053470163157e-05	3.62102915300007e-05	ZBED10P	113763
ENSG00000244694.7	ENSG00000244694.7	-0.690956680361665	0.242385127158677	1.95276717137658e-05	3.62482523461639e-05	PTCHD4	442213
ENSG00000123411.15	ENSG00000123411.15	-0.304072425029681	3.62168164718725	1.95612780679456e-05	3.63071454377952e-05	IKZF4	64375
ENSG00000099251.14	ENSG00000099251.14	0.673332395191582	1.26349167543749	1.95637705586624e-05	3.63082831830378e-05	HSD17B7P2	158160
ENSG00000118432.12	ENSG00000118432.12	-0.940168815512429	1.97233756943304	1.95919675451804e-05	3.63536287616746e-05	CNR1	1268
ENSG00000171812.13	ENSG00000171812.13	0.646740576800832	6.21947743608327	1.97064820534956e-05	3.65626027957576e-05	COL8A2	1296
ENSG00000253159.3	ENSG00000253159.3	-0.573448657203307	1.3288215924983	1.98461361279725e-05	3.68146396888969e-05	PCDHGA12	26025
ENSG00000120451.11	ENSG00000120451.11	-0.285523302802986	6.69256038077454	1.9950355041329e-05	3.70008600891316e-05	SNX19	399979
ENSG00000166825.15	ENSG00000166825.15	-0.824042108164405	7.00186670267284	1.99944039228843e-05	3.70754362624572e-05	ANPEP	290
ENSG00000185238.13	ENSG00000185238.13	0.319197855374122	4.2774943959186	1.99932285673782e-05	3.70754362624572e-05	PRMT3	10196
ENSG00000232134.1	ENSG00000232134.1	-0.547760536321837	-0.653793781893966	2.01444084312847e-05	3.73437762196922e-05	RPS15AP12	100129243
ENSG00000259370.2	ENSG00000259370.2	-0.747093004320866	0.118620668412523	2.01449162431625e-05	3.73437762196922e-05	LOC105370854	105370854
ENSG00000154198.14	ENSG00000154198.14	1.32712948657244	3.47060230776499	2.01601325489188e-05	3.73683976760712e-05	CYP4Z2P	163720
ENSG00000184203.8	ENSG00000184203.8	0.280914191546142	6.19967163015148	2.0286494157423e-05	3.75990112379447e-05	PPP1R2	5504
ENSG00000148297.16	ENSG00000148297.16	0.279969099181159	5.3713650074949	2.03356175824844e-05	3.76864409495811e-05	MED22	6837
ENSG00000172239.14	ENSG00000172239.14	0.252152167402607	6.17615237973847	2.03614581457436e-05	3.77307096843622e-05	PAIP1	10605
ENSG00000136237.19	ENSG00000136237.19	-0.385531652531461	5.17578190291248	2.03733287641693e-05	3.774908546578e-05	RAPGEF5	9771
ENSG00000248049.7	ENSG00000248049.7	0.287704039843418	3.42240700586427	2.04640642826337e-05	3.7913569944559e-05	UBA6-DT	550112
ENSG00000132016.11	ENSG00000132016.11	0.699462836942926	2.59662632029418	2.05054869793891e-05	3.79866702596699e-05	BRME1	79173
ENSG00000198298.13	ENSG00000198298.13	0.405630153379456	2.33388867936254	2.07406733092519e-05	3.8418671683587e-05	ZNF485	220992
ENSG00000166938.13	ENSG00000166938.13	-0.284713544070451	5.37459699783647	2.09001077882559e-05	3.87102859303478e-05	DIS3L	115752
ENSG00000088888.18	ENSG00000088888.18	-0.273141077965997	7.05087609551359	2.11096017769279e-05	3.90870590555634e-05	MAVS	57506
ENSG00000188761.13	ENSG00000188761.13	0.719329011310547	-0.27737804351254	2.12027442250876e-05	3.92519993234539e-05	BCL2L15	440603
ENSG00000253304.2	ENSG00000253304.2	-0.626436081541948	2.63252474673214	2.12156221109328e-05	3.92720762685894e-05	TMEM200B	399474
ENSG00000105137.13	ENSG00000105137.13	-0.394365198786121	4.01958701314775	2.12237343267678e-05	3.92833285162882e-05	SYDE1	85360
ENSG00000175356.14	ENSG00000175356.14	1.17026792429196	8.52241195438815	2.13229000704994e-05	3.9463094803785e-05	SCUBE2	57758
ENSG00000107651.13	ENSG00000107651.13	0.305967198132544	6.31993842792769	2.14735360362243e-05	3.9734269075458e-05	SEC23IP	11196
ENSG00000125818.18	ENSG00000125818.18	0.214493089680346	7.15469592453655	2.15376980660729e-05	3.98491764429073e-05	PSMF1	9491
ENSG00000168938.6	ENSG00000168938.6	0.370205406867018	5.41519247055619	2.17668793030722e-05	4.02693520759192e-05	PPIC	5480
ENSG00000148426.13	ENSG00000148426.13	0.496468592960051	3.48854372753502	2.17942118385128e-05	4.03160571001045e-05	PROSER2	254427
ENSG00000142233.14	ENSG00000142233.14	-0.683739436369955	-0.308017706811096	2.18033208009344e-05	4.03278318229163e-05	NTN5	126147
ENSG00000176753.5	ENSG00000176753.5	0.782355392453453	-0.7679657876797	2.18047522202278e-05	4.03278318229163e-05	PAK6-AS1	644809
ENSG00000165730.16	ENSG00000165730.16	-0.606823062189906	3.11209241860954	2.20088680452834e-05	4.07014467641954e-05	STOX1	219736
ENSG00000147162.14	ENSG00000147162.14	-0.322437292391164	7.48443841978738	2.20628186892088e-05	4.07973132419006e-05	OGT	8473
ENSG00000179632.10	ENSG00000179632.10	0.344044820364402	6.87706053323597	2.22049003380381e-05	4.10561126273182e-05	MAF1	84232
ENSG00000176108.9	ENSG00000176108.9	0.36991908673688	3.81181893085113	2.22164490492107e-05	4.10735345710262e-05	CHMP6	79643
ENSG00000197763.19	ENSG00000197763.19	-0.327824904195557	3.63221379862514	2.22288647509434e-05	4.10925559099257e-05	TXNRD3	114112
ENSG00000142089.16	ENSG00000142089.16	0.500254623083894	8.90860421206306	2.22773471741671e-05	4.11782406191331e-05	IFITM3	10410
ENSG00000189108.13	ENSG00000189108.13	-0.96486930052555	-0.564788364992068	2.22843005352443e-05	4.11871524818073e-05	IL1RAPL2	26280
ENSG00000100410.8	ENSG00000100410.8	0.251595853963258	4.66565228092032	2.22900636550933e-05	4.11938629760923e-05	PHF5A	84844
ENSG00000262061.6	ENSG00000262061.6	-0.652743994584966	-0.530225288912214	2.22971545312117e-05	4.1203025754156e-05	RPH3AL-AS1	100506388
ENSG00000110427.17	ENSG00000110427.17	0.747676905275457	4.01124136662875	2.2336209184359e-05	4.12712471567143e-05	KIAA1549L	25758
ENSG00000107518.18	ENSG00000107518.18	1.34054238853019	3.35253496295988	2.23701978484932e-05	4.13300958337024e-05	ATRNL1	26033
ENSG00000127483.19	ENSG00000127483.19	-0.272939622772993	7.61441145705522	2.24127639532653e-05	4.1404779004416e-05	HP1BP3	50809
ENSG00000198924.8	ENSG00000198924.8	0.331803233508795	4.3324065445573	2.24294374674219e-05	4.14316191428243e-05	DCLRE1A	9937
ENSG00000104613.12	ENSG00000104613.12	-0.267301581882703	5.67668109177037	2.25561952561638e-05	4.16617821931897e-05	INTS10	55174
ENSG00000206418.4	ENSG00000206418.4	-0.311904294785874	5.06485281007828	2.25651005162814e-05	4.16742458674497e-05	RAB12	201475
ENSG00000137558.9	ENSG00000137558.9	-1.15553655419696	6.4413370528234	2.26460548432867e-05	4.18197579067597e-05	PI15	51050
ENSG00000197594.13	ENSG00000197594.13	0.639535932398891	6.63177823644342	2.26644793971234e-05	4.18457816107838e-05	ENPP1	5167
ENSG00000133135.14	ENSG00000133135.14	-0.782093739238149	3.13849108205717	2.26996754209315e-05	4.19067593445676e-05	RNF128	79589
ENSG00000173153.17	ENSG00000173153.17	0.44434128173646	4.55773435341217	2.27206521477014e-05	4.19414771322786e-05	ESRRA	2101
ENSG00000067191.16	ENSG00000067191.16	0.549932237439522	2.99222739742356	2.28076519762435e-05	4.2098052826015e-05	CACNB1	782
ENSG00000174946.7	ENSG00000174946.7	0.918382524689469	1.02018328439499	2.28818761708591e-05	4.22310197638919e-05	GPR171	29909
ENSG00000160439.16	ENSG00000160439.16	0.351459692096349	3.93995485908905	2.30230349307891e-05	4.24874846000175e-05	RDH13	112724
ENSG00000164128.7	ENSG00000164128.7	1.57672857905972	7.90212046980589	2.30489910598841e-05	4.25313219309239e-05	NPY1R	4886
ENSG00000139977.14	ENSG00000139977.14	-0.264946667419199	5.1605546902714	2.30592618375503e-05	4.25462101411458e-05	NAA30	122830
ENSG00000173848.19	ENSG00000173848.19	0.436395874286801	7.59964938878712	2.31516580360285e-05	4.27126091051475e-05	NET1	10276
ENSG00000134569.10	ENSG00000134569.10	-0.733292047331586	3.32046259446056	2.32010961222694e-05	4.27915576561008e-05	LRP4	4038
ENSG00000178301.4	ENSG00000178301.4	0.722159712431236	1.81940042697779	2.32966192205944e-05	4.29636362867248e-05	AQP11	282679
ENSG00000178381.12	ENSG00000178381.12	0.3468537334903	3.85481560455486	2.33091963943944e-05	4.29827277536189e-05	ZFAND2A	90637
ENSG00000136371.11	ENSG00000136371.11	0.518839666248134	-0.416300909732381	2.34077130929815e-05	4.31602750339045e-05	MTHFS	10588
ENSG00000153707.17	ENSG00000153707.17	0.769765261485502	3.4507157796441	2.35435953254664e-05	4.34066782303263e-05	PTPRD	5789
ENSG00000174456.15	ENSG00000174456.15	0.31137540553265	3.32496789928984	2.36220730573284e-05	4.35472094018008e-05	C12orf76	400073
ENSG00000102393.14	ENSG00000102393.14	0.637689640395466	5.74979591646397	2.36756609016551e-05	4.36380801820801e-05	GLA	2717
ENSG00000205423.11	ENSG00000205423.11	-0.267706874879674	3.7168684399227	2.36758835484202e-05	4.36380801820801e-05	CNEP1R1	255919
ENSG00000145734.19	ENSG00000145734.19	-0.405708393392369	5.77306441779443	2.36804729625676e-05	4.36423751851632e-05	BDP1	55814
ENSG00000197479.7	ENSG00000197479.7	-0.662927713352409	1.25332946548798	2.37942527029259e-05	4.3847884547851e-05	PCDHB11	56125
ENSG00000072840.13	ENSG00000072840.13	-0.450807262443697	4.94200062545952	2.38477609638408e-05	4.39422974341355e-05	EVC	2121
ENSG00000123836.15	ENSG00000123836.15	0.541083530531575	4.98096654462905	2.3923613535952e-05	4.40736569032539e-05	PFKFB2	5208
ENSG00000080824.19	ENSG00000080824.19	0.381127434687322	10.6034546455092	2.39260697233938e-05	4.40739787276172e-05	HSP90AA1	3320
ENSG00000162374.18	ENSG00000162374.18	0.906138593374679	-0.702692237402457	2.41243375534119e-05	4.44349688078576e-05	ELAVL4	1996
ENSG00000078814.17	ENSG00000078814.17	-0.568480454847371	0.870823356855675	2.41878464463823e-05	4.45434525882949e-05	MYH7B	57644
ENSG00000162981.14	ENSG00000162981.14	0.84419498224596	4.5949150411393	2.41873309124771e-05	4.45434525882949e-05	LRATD1	151354
ENSG00000258405.11	ENSG00000258405.11	-0.618634589755677	0.901942247844461	2.42679465134384e-05	4.46867020061579e-05	ZNF578	147660
ENSG00000169299.14	ENSG00000169299.14	0.30985727085174	5.28545446035247	2.42857763497836e-05	4.47152713996493e-05	PGM2	55276
ENSG00000253438.4	ENSG00000253438.4	0.541100656599221	0.880724651098292	2.43047118481816e-05	4.4745870912339e-05	PCAT1	100750225
ENSG00000144840.10	ENSG00000144840.10	-0.294052584816771	5.29463631770523	2.43294932487696e-05	4.47872260891682e-05	RABL3	285282
ENSG00000172794.20	ENSG00000172794.20	0.585050427413351	2.32920427621347	2.43461684449611e-05	4.48136524077902e-05	RAB37	326624
ENSG00000121742.19	ENSG00000121742.19	1.86705733307958	0.93928308345735	2.44308822486427e-05	4.49652994740167e-05	GJB6	10804
ENSG00000196204.12	ENSG00000196204.12	0.260163497874726	2.88869404960635	2.44557883374807e-05	4.50068513959657e-05	RNF216P1	441191
ENSG00000101150.18	ENSG00000101150.18	0.271789337309415	7.1832687120291	2.44937550886135e-05	4.50724291104816e-05	TPD52L2	7165
ENSG00000164118.13	ENSG00000164118.13	-0.279809089071649	4.08281744904697	2.45689936827246e-05	4.51979639998927e-05	CEP44	80817
ENSG00000165879.9	ENSG00000165879.9	0.409739704431524	3.00652168841903	2.45720961851387e-05	4.51993671781098e-05	FRAT1	10023
ENSG00000251169.2	ENSG00000251169.2	1.12151071855833	0.0853564320640944	2.45913325835916e-05	4.52304449062003e-05	LINC01843	101927934
ENSG00000205517.13	ENSG00000205517.13	0.8035653155981	3.82210515584042	2.4709386697478e-05	4.54432532579855e-05	RGL3	57139
ENSG00000228981.3	ENSG00000228981.3	0.929539304667806	-0.401569088138587	2.49586167542595e-05	4.58972449746583e-05	RPS2P20	645018
ENSG00000119414.12	ENSG00000119414.12	-0.243560204566011	6.65696115999439	2.50582837824308e-05	4.60761399304205e-05	PPP6C	5537
ENSG00000178988.11	ENSG00000178988.11	0.269532353180989	6.46620080897683	2.51437614959388e-05	4.62245131879088e-05	MRFAP1L1	114932
ENSG00000008294.21	ENSG00000008294.21	-0.353245829796256	6.75126936700299	2.5275720902833e-05	4.64626868780024e-05	SPAG9	9043
ENSG00000143156.14	ENSG00000143156.14	0.336422357130983	3.7910538310015	2.54014511761404e-05	4.66893657298458e-05	NME7	29922
ENSG00000182923.19	ENSG00000182923.19	-0.18901197205369	4.99931366627363	2.54506184311377e-05	4.67752874943124e-05	CEP63	80254
ENSG00000243970.3	ENSG00000243970.3	-0.556309647000532	1.83379000033316	2.55632277745351e-05	4.69738853429477e-05	PPIEL	728448
ENSG00000247828.8	ENSG00000247828.8	-0.406896609415129	3.66106886427075	2.55635395284403e-05	4.69738853429477e-05	TMEM161B-DT	100505894
ENSG00000127249.15	ENSG00000127249.15	-0.969082265943462	3.58496476970561	2.55740780077532e-05	4.69887805738803e-05	ATP13A4	84239
ENSG00000010318.21	ENSG00000010318.21	-0.37503725610797	2.57713118130978	2.55867069165646e-05	4.70075134773367e-05	PHF7	51533
ENSG00000125731.13	ENSG00000125731.13	0.45324097073443	4.1908795826941	2.56090995560005e-05	4.70441788914813e-05	SH2D3A	10045
ENSG00000153904.21	ENSG00000153904.21	0.396771099831784	6.21636780786695	2.56153730000568e-05	4.70512290211179e-05	DDAH1	23576
ENSG00000139645.10	ENSG00000139645.10	0.308982107315423	6.21667110304817	2.5746802105406e-05	4.72836508291885e-05	ANKRD52	283373
ENSG00000136381.13	ENSG00000136381.13	-0.309209906796163	6.07802383728451	2.57529751346432e-05	4.72904917919237e-05	IREB2	3658
ENSG00000134460.18	ENSG00000134460.18	0.874919204193076	2.10134986725962	2.58670283190185e-05	4.74954142255299e-05	IL2RA	3559
ENSG00000113924.12	ENSG00000113924.12	1.1622117138248	3.41941797202254	2.58745258055343e-05	4.75046654163953e-05	HGD	3081
ENSG00000115368.10	ENSG00000115368.10	0.259585437817362	5.68529911452515	2.59789306854201e-05	4.7691816305326e-05	WDR75	84128
ENSG00000161714.12	ENSG00000161714.12	-0.466593087383849	5.15280050277516	2.60107053802812e-05	4.774561065529e-05	PLCD3	113026
ENSG00000140307.11	ENSG00000140307.11	0.238059733663006	5.22233379921584	2.60420400351945e-05	4.77985871163788e-05	GTF2A2	2958
ENSG00000112234.9	ENSG00000112234.9	-0.307756306938933	4.96926940376022	2.62248802997498e-05	4.81250344476648e-05	FBXL4	26235
ENSG00000211662.2	ENSG00000211662.2	1.43719235937818	6.15758741933662	2.63415666955829e-05	4.83345730837073e-05	IGLV3-21	28796
ENSG00000249087.7	ENSG00000249087.7	-0.47684380575365	1.03704791355537	2.64328593158794e-05	4.84928752387615e-05	ZNF436-AS1	148898
ENSG00000162931.12	ENSG00000162931.12	0.895811289422204	2.02781364562943	2.65819966812926e-05	4.87618471075121e-05	TRIM17	51127
ENSG00000117154.12	ENSG00000117154.12	0.994867631230726	3.70560385086123	2.65976353391635e-05	4.87859019637258e-05	IGSF21	84966
ENSG00000133318.14	ENSG00000133318.14	-0.292017758866473	8.07688543620739	2.67735603540604e-05	4.91039247051874e-05	RTN3	10313
ENSG00000115556.14	ENSG00000115556.14	0.90885726132147	1.64381972321508	2.68032765334255e-05	4.91537588829232e-05	PLCD4	84812
ENSG00000075826.17	ENSG00000075826.17	-0.508607738951587	2.77268335427358	2.6886577687041e-05	4.93018422172054e-05	SEC31B	25956
ENSG00000126467.11	ENSG00000126467.11	-0.848071367366681	-1.63215739370735	2.70177006295942e-05	4.95375797990224e-05	TSKS	60385
ENSG00000146147.15	ENSG00000146147.15	-0.901445193427115	-1.10968188815724	2.70914464926514e-05	4.96680804161563e-05	MLIP	90523
ENSG00000100344.11	ENSG00000100344.11	1.11127913525893	1.45699770154332	2.71531710357282e-05	4.97765190802997e-05	PNPLA3	80339
ENSG00000143318.13	ENSG00000143318.13	1.03618568331131	1.08164583508863	2.72054395016184e-05	4.98676041647467e-05	CASQ1	844
ENSG00000197043.14	ENSG00000197043.14	-0.312989253874972	8.35366128413026	2.72119972259427e-05	4.98748920693321e-05	ANXA6	309
ENSG00000109534.17	ENSG00000109534.17	0.303390149312984	4.47074678028939	2.73100573970697e-05	5.00498708658184e-05	GAR1	54433
ENSG00000186529.16	ENSG00000186529.16	1.44469953266932	1.01991750864433	2.73631450808931e-05	5.01424053000088e-05	CYP4F3	4051
ENSG00000168575.10	ENSG00000168575.10	0.381525891980656	6.21339456911508	2.74029589535613e-05	5.02106004993737e-05	SLC20A2	6575
ENSG00000029153.14	ENSG00000029153.14	0.761717345740783	3.83678843443558	2.74513487010996e-05	5.02944948983159e-05	ARNTL2	56938
ENSG00000253716.6	ENSG00000253716.6	0.561368045085958	2.50548362968099	2.77248867499914e-05	5.07908356791213e-05	MINCR	100507316
ENSG00000165105.10	ENSG00000165105.10	0.644768751649043	6.24456551619549	2.77424455871911e-05	5.08181835628065e-05	RASEF	158158
ENSG00000125944.21	ENSG00000125944.21	0.210502208693364	7.41174764983506	2.78434117094243e-05	5.09982959517075e-05	HNRNPR	10236
ENSG00000155097.12	ENSG00000155097.12	0.360149836504074	6.65166399803392	2.78821622370891e-05	5.10644302328487e-05	ATP6V1C1	528
ENSG00000112651.12	ENSG00000112651.12	0.519247633087195	0.610223965569704	2.79635110229951e-05	5.12085606163825e-05	MRPL2	51069
ENSG00000203950.6	ENSG00000203950.6	0.374355538035694	5.50415876276287	2.8092916634506e-05	5.14406600516955e-05	RTL8A	26071
ENSG00000196284.17	ENSG00000196284.17	-0.316665020209429	2.77486347229943	2.81501799942942e-05	5.15357446104792e-05	SUPT3H	8464
ENSG00000099203.7	ENSG00000099203.7	0.378938164794448	2.87087948411997	2.81645331827994e-05	5.155713560365e-05	TMED1	11018
ENSG00000215218.4	ENSG00000215218.4	0.815309135827267	2.69465881258349	2.82309437619134e-05	5.16738081857724e-05	UBE2QL1	134111
ENSG00000087128.10	ENSG00000087128.10	1.62394850925536	1.39849526736378	2.83613616869237e-05	5.18977725744048e-05	TMPRSS11E	28983
ENSG00000179168.15	ENSG00000179168.15	0.660073469366587	-0.74400287913207	2.84500795873936e-05	5.2055184454373e-05	GGN	199720
ENSG00000034533.12	ENSG00000034533.12	-0.234724746692853	3.21193484408957	2.84646965365863e-05	5.20769966562908e-05	ASTE1	28990
ENSG00000152503.10	ENSG00000152503.10	0.928104795899572	3.50002263230164	2.85028935426952e-05	5.21419410471389e-05	TRIM36	55521
ENSG00000163293.12	ENSG00000163293.12	-0.732588305232679	2.27773873295937	2.85224258467348e-05	5.21727319862914e-05	NIPAL1	152519
ENSG00000137210.14	ENSG00000137210.14	0.279566904336599	5.31061617536063	2.85440255022593e-05	5.22072983007617e-05	TMEM14B	81853
ENSG00000186300.12	ENSG00000186300.12	-0.298348055741058	3.05260629383645	2.85621572510569e-05	5.22355158360235e-05	ZNF555	148254
