"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP11-61A14.4","Unmatched","","","",""
"CTC-277H1.6","Unmatched","","","",""
"CTC-277H1.7","Unmatched","","","",""
"CTD-2012K14.8","Unmatched","","","",""
"CTD-2012K14.2","Unmatched","","","",""
"CTD-2012K14.4","Unmatched","","","",""
"CTD-2012K14.3","Unmatched","","","",""
"CTD-2012K14.5","Unmatched","","","",""
"RP11-67A1.2","Unmatched","","","",""
"MTSS1L","Previous symbol","MTSS2","MTSS I-BAR domain containing 2","HGNC:25094","16q22.1"
"RP11-432I5.8","Unmatched","","","",""
"RP11-432I5.4","Unmatched","","","",""
"AC004158.2","Unmatched","","","",""
"RP5-991G20.1","Unmatched","","","",""
"RP11-346C20.3","Unmatched","","","",""
"AC009120.4","Unmatched","","","",""
"RP11-252A24.2","Unmatched","","","",""
"RP11-252A24.3","Unmatched","","","",""
"RP11-77K12.3","Unmatched","","","",""
"RP11-303E16.6","Unmatched","","","",""
"RP11-303E16.7","Unmatched","","","",""
"RP11-55K13.1","Unmatched","","","",""
"RP11-960L18.1","Unmatched","","","",""
"RP11-483P21.2","Unmatched","","","",""
"TLDC1","Previous symbol","MEAK7","MTOR associated protein, eak-7 homolog","HGNC:29325","16q24.1"
"RP11-178L8.3","Unmatched","","","",""
"RP11-104N10.1","Unmatched","","","",""
"AC006445.7","Unmatched","","","",""
"CPEB2-AS1","Previous symbol","CPEB2-DT","CPEB2 divergent transcript","HGNC:49082","4p15.33-p15.32"
"AC006160.5","Unmatched","","","",""
"GPR125","Previous symbol","ADGRA3","adhesion G protein-coupled receptor A3","HGNC:13839","4p15.2"
"RP11-333E13.4","Unmatched","","","",""
"RP11-814H16.2","Unmatched","","","",""
"USP46-AS1","Previous symbol","USP46-DT","USP46 divergent transcript","HGNC:43991","4q12"
"RP11-177J6.1","Unmatched","","","",""
"RP11-46J23.1","Unmatched","","","",""
"RP11-109G23.1","Unmatched","","","",""
"RP11-109G23.3","Unmatched","","","",""
"RP11-147K6.1","Unmatched","","","",""
"RP11-466G12.2","Unmatched","","","",""
"RP11-363G15.2","Unmatched","","","",""
"BMPR1B-AS1","Previous symbol","BMPR1B-DT","BMPR1B divergent transcript","HGNC:50864","4q22.3"
"RP11-323J4.1","Unmatched","","","",""
"RP11-1299A16.3","Unmatched","","","",""
"RP11-696N14.1","Unmatched","","","",""
"RP11-15B17.4","Unmatched","","","",""
"RP11-15B17.1","Unmatched","","","",""
"H2AFZ","Previous symbol","H2AZ1","H2A.Z variant histone 1","HGNC:4741","4q23"
"AF213884.2","Unmatched","","","",""
"AC004053.1","Unmatched","","","",""
"RP11-286E11.1","Unmatched","","","",""
"C4orf32","Previous symbol","FAM241A","family with sequence similarity 241 member A","HGNC:26813","4q25"
"RP11-33B1.1","Unmatched","","","",""
"RP11-33B1.3","Unmatched","","","",""
"RP11-63B13.1","Unmatched","","","",""
"RP11-170N16.1","Unmatched","","","",""
"RP11-170N16.2","Unmatched","","","",""
"C4orf29","Previous symbol","ABHD18","abhydrolase domain containing 18","HGNC:26111","4q28.2"
"RP11-102N12.3","Unmatched","","","",""
"RP11-612J15.3","Unmatched","","","",""
"RP11-366M4.11","Unmatched","","","",""
"RP11-483A20.3","Unmatched","","","",""
"RP11-10K16.1","Unmatched","","","",""
"RP11-798M19.3","Unmatched","","","",""
"AC108142.1","Unmatched","","","",""
"RP11-402C9.1","Unmatched","","","",""
"RP11-162O12.1","Unmatched","","","",""
"RP11-326I11.4","Unmatched","","","",""
"RP11-279O9.4","Unmatched","","","",""
"FAM57A","Previous symbol","TLCD3A","TLC domain containing 3A","HGNC:29646","17p13.3"
"RNMTL1","Previous symbol","MRM3","mitochondrial rRNA methyltransferase 3","HGNC:18485","17p13.3"
"RP11-676J12.8","Unmatched","","","",""
"AC144836.1","Unmatched","","","",""
"RP1-59D14.5","Alias symbol","SGSM2-AS1","SGSM2 antisense RNA 1","HGNC:56091","17p13.3"
"RP1-59D14.1","Unmatched","","","",""
"RP11-74E22.3","Unmatched","","","",""
"RP11-235E17.6","Unmatched","","","",""
"RP11-48B14.1","Unmatched","","","",""
"CTD-3195I5.3","Unmatched","","","",""
"RP11-314A20.1","Unmatched","","","",""
"RP11-81A22.4","Unmatched","","","",""
"FAM64A","Previous symbol","PIMREG","PICALM interacting mitotic regulator","HGNC:25483","17p13.2"
"RP11-849F2.10","Unmatched","","","",""
"RP11-214O1.1","Unmatched","","","",""
"MGC12916","Unmatched","","","",""
"RP11-138I1.4","Unmatched","","","",""
"RP11-138I1.2","Unmatched","","","",""
"AC093484.4","Unmatched","","","",""
"RP11-138I1.3","Unmatched","","","",""
"RP11-524F11.2","Unmatched","","","",""
"RP1-253P7.4","Unmatched","","","",""
"LRRC48","Previous symbol","DRC3","dynein regulatory complex subunit 3","HGNC:25384","17p11.2"
"CTD-2104P17.2","Unmatched","","","",""
"RP11-78O7.3","Unmatched","","","",""
"AC087294.2","Unmatched","","","",""
"RP1-66C13.4","Unmatched","","","",""
"CTB-96E2.7","Unmatched","","","",""
"CTB-96E2.10","Unmatched","","","",""
"CTB-96E2.6","Unmatched","","","",""
"RP11-192H23.6","Unmatched","","","",""
"SGK494","Alias symbol","RSKR","ribosomal protein S6 kinase related","HGNC:26314","17q11.2"
"RP11-192H23.4","Unmatched","","","",""
"RP11-20B24.3","Unmatched","","","",""
"RP11-20B24.7","Unmatched","","","",""
"RP11-1148O4.2","Unmatched","","","",""
"CTD-2349P21.7","Unmatched","","","",""
"CTD-2349P21.6","Unmatched","","","",""
"CTD-2349P21.5","Unmatched","","","",""
"CTD-2349P21.1","Unmatched","","","",""
"RP11-848P1.2","Unmatched","","","",""
"RP11-848P1.9","Unmatched","","","",""
"CTD-2095E4.5","Unmatched","","","",""
"AC090616.2","Unmatched","","","",""
"RP11-466A19.1","Unmatched","","","",""
"RP11-1094M14.12","Unmatched","","","",""
"RP11-1094M14.14","Unmatched","","","",""
"AC015849.12","Unmatched","","","",""
"RP11-378E13.4","Unmatched","","","",""
"AC124789.1","Unmatched","","","",""
"C17orf96","Previous symbol","EPOP","elongin BC and polycomb repressive complex 2 associated protein","HGNC:34493","17q12"
"RPS20P35","Approved symbol","RPS20P35","ribosomal protein S20 pseudogene 35","HGNC:36929","17q"
"CTB-131K11.1","Unmatched","","","",""
"RP11-387H17.4","Unmatched","","","",""
"AC068669.1","Unmatched","","","",""
"CTD-2267D19.4","Unmatched","","","",""
"RP11-458J1.1","Unmatched","","","",""
"RP11-229E13.4","Unmatched","","","",""
"CTD-2132N18.2","Unmatched","","","",""
"RP11-358B23.5","Unmatched","","","",""
"AC003104.1","Unmatched","","","",""
"RP11-358B23.7","Unmatched","","","",""
"LINC00854","Previous symbol","CCDC200","coiled-coil domain containing 200","HGNC:43658","17q21.31"
"AC087650.1","Unmatched","","","",""
"CTC-501O10.1","Unmatched","","","",""
"RP11-209M4.1","Unmatched","","","",""
"C17orf105","Previous symbol","CFAP97D1","CFAP97 domain containing 1","HGNC:37241","17q21.31"
"RP5-905N1.2","Unmatched","","","",""
"RP11-546M21.6","Unmatched","","","",""
"AC023855.1","Unmatched","","","",""
"RP5-1067M6.3","Unmatched","","","",""
"RP11-290H9.4","Unmatched","","","",""
"RP5-890E16.4","Unmatched","","","",""
"RP5-890E16.5","Unmatched","","","",""
"RP11-463M16.5","Unmatched","","","",""
"ATP5G1","Previous symbol","ATP5MC1","ATP synthase membrane subunit c locus 1","HGNC:841","17q21.32"
"RP5-1029K10.2","Unmatched","","","",""
"RP5-1029K10.4","Unmatched","","","",""
"RP11-613C6.2","Unmatched","","","",""
"RP11-94C24.8","Unmatched","","","",""
"RP11-670E13.6","Unmatched","","","",""
"RP11-159D12.11","Unmatched","","","",""
"RP11-159D12.10","Unmatched","","","",""
"CTD-2510F5.4","Unmatched","","","",""
"CTD-2319I12.5","Unmatched","","","",""
"RP11-15E18.1","Unmatched","","","",""
"RP11-332H18.5","Unmatched","","","",""
"C17orf82","Previous symbol","LINC02875","long intergenic non-protein coding RNA 2875","HGNC:32699","17q23.2"
"RP11-180P8.3","Unmatched","","","",""
"RP11-269G24.6","Unmatched","","","",""
"CTD-2501B8.5","Unmatched","","","",""
"RP11-51F16.9","Unmatched","","","",""
"RP11-51F16.1","Unmatched","","","",""
"AC132812.1","Unmatched","","","",""
"RP11-160O5.1","Unmatched","","","",""
"AC145343.2","Unmatched","","","",""
"RP11-1112G13.3","Unmatched","","","",""
"AC111186.1","Unmatched","","","",""
"RP11-649A18.4","Unmatched","","","",""
"HN1","Previous symbol","JPT1","Jupiter microtubule associated homolog 1","HGNC:14569","17q25.1"
"RP11-16C1.1","Unmatched","","","",""
"RP11-552F3.10","Unmatched","","","",""
"RP11-666A8.7","Unmatched","","","",""
"RP11-666A8.12","Unmatched","","","",""
"RP11-666A8.8","Unmatched","","","",""
"RP11-666A8.9","Unmatched","","","",""
"RP11-318A15.8","Unmatched","","","",""
"RP11-285E9.5","Unmatched","","","",""
"RP11-936I5.1","Unmatched","","","",""
"RP11-75C10.9","Unmatched","","","",""
"CTD-2373H9.3","Unmatched","","","",""
"KIAA1731NL","Previous symbol","CEP295NL","CEP295 N-terminal like","HGNC:44659","17q25.3"
"CTD-2373H9.5","Unmatched","","","",""
"RP11-353N14.4","Unmatched","","","",""
"RP11-353N14.5","Unmatched","","","",""
"RP11-334C17.3","Unmatched","","","",""
"RP11-334C17.6","Unmatched","","","",""
"CTD-2561B21.7","Unmatched","","","",""
"CTD-2561B21.8","Unmatched","","","",""
"CTD-2561B21.10","Unmatched","","","",""
"BAIAP2-AS1","Previous symbol","BAIAP2-DT","BAIAP2 divergent transcript","HGNC:44342","17q25.3"
"AC027601.1","Unmatched","","","",""
"RP13-20L14.10","Unmatched","","","",""
"CTD-2292M16.7","Unmatched","","","",""
"RP11-58E21.1","Unmatched","","","",""
"RP11-58E21.7","Unmatched","","","",""
"RP11-58E21.5","Unmatched","","","",""
"C14orf183","Previous symbol","LINC01599","long intergenic non-protein coding RNA 1599","HGNC:27285","14q21.3"
"RP11-102G14.1","Unmatched","","","",""
"RP11-973N13.4","Unmatched","","","",""
"CTD-2325P2.3","Unmatched","","","",""
"CTD-2325P2.2","Unmatched","","","",""
"RP6-91H8.3","Unmatched","","","",""
"CCDC176","Previous symbol","BBOF1","basal body orientation factor 1","HGNC:19855","14q24.3"
"RP11-7F17.4","Unmatched","","","",""
"RP11-114N19.3","Unmatched","","","",""
"RP11-976B16.1","Unmatched","","","",""
"AC005954.3","Unmatched","","","",""
"AC007292.4","Unmatched","","","",""
"AC007292.3","Unmatched","","","",""
"AC007292.6","Unmatched","","","",""
"CTC-518P12.6","Unmatched","","","",""
"MARCH2","Previous symbol","MARCHF2","membrane associated ring-CH-type finger 2","HGNC:28038","19p13.2"
"RP11-886P16.6","Unmatched","","","",""
"CTB-55O6.4","Unmatched","","","",""
"LLNLF-136C3.1","Unmatched","","","",""
"CTD-3032J10.3","Unmatched","","","",""
"CTD-2278I10.1","Unmatched","","","",""
"AC005796.2","Unmatched","","","",""
"CTB-52I2.3","Unmatched","","","",""
"CTD-2630F21.1","Unmatched","","","",""
"AC067968.3","Unmatched","","","",""
"ZNF223","Approved symbol","ZNF223","zinc finger protein 223","HGNC:13016","19q13.31"
"CTB-12A17.2","Unmatched","","","",""
"CTD-2571L23.6","Unmatched","","","",""
"CTC-453G23.5","Unmatched","","","",""
"AC037459.4","Unmatched","","","",""
"RP11-1149M3.2","Unmatched","","","",""
"RP11-863K10.4","Unmatched","","","",""
"RP11-205M5.3","Unmatched","","","",""
"RP11-350N15.3","Unmatched","","","",""
"RP11-350N15.6","Unmatched","","","",""
"RP11-546K22.2","Unmatched","","","",""
"RNU1-106P","Previous symbol","RNVU1-32","RNA, variant U1 small nuclear 32","HGNC:48448","8q24.21"
"LINC01540","Previous symbol","GAPLINC","gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA","HGNC:51308","18p11.31"
"RP11-710M11.1","Unmatched","","","",""
"RP11-820I16.2","Unmatched","","","",""
"RP11-17J14.2","Unmatched","","","",""
"RP11-1151B14.4","Unmatched","","","",""
"RP11-108P20.4","Unmatched","","","",""
"PQLC1","Previous symbol","SLC66A2","solute carrier family 66 member 2","HGNC:26188","18q23"
"AC004471.10","Unmatched","","","",""
"DGCR14","Previous symbol","ESS2","ess-2 splicing factor homolog","HGNC:16817","22q11.21"
"AC000078.5","Unmatched","","","",""
"RP1-56J10.8","Unmatched","","","",""
"RP11-247I13.3","Unmatched","","","",""
"CITF22-62D4.1","Unmatched","","","",""
"AC090617.1","Unmatched","","","",""
"RP11-74E22.4","Unmatched","","","",""
"RP11-45M22.5","Unmatched","","","",""
"RP11-45M22.4","Unmatched","","","",""
"AC004448.5","Unmatched","","","",""
"RP11-173M1.8","Unmatched","","","",""
"RP11-173M1.7","Unmatched","","","",""
"RP11-82O19.1","Unmatched","","","",""
"CTD-2370N5.3","Unmatched","","","",""
"RP11-466A19.8","Unmatched","","","",""
"RP11-1094M14.10","Unmatched","","","",""
"RP11-697E22.2","Unmatched","","","",""
"RP1-56K13.2","Unmatched","","","",""
"RP5-906A24.1","Unmatched","","","",""
"RP5-1028K7.1","Unmatched","","","",""
"CTD-3193K9.3","Unmatched","","","",""
"AC100793.1","Unmatched","","","",""
"RP11-242D8.2","Unmatched","","","",""
"RP11-242D8.3","Unmatched","","","",""
"RP11-242D8.1","Unmatched","","","",""
"RP11-6N17.10","Unmatched","","","",""
"RP5-1107A17.4","Unmatched","","","",""
"RP11-57A1.1","Unmatched","","","",""
"RNF219","Previous symbol","OBI1","ORC ubiquitin ligase 1","HGNC:20308","13q31.1"
"RP11-151A6.4","Unmatched","","","",""
"hsa-mir-1587","Alias symbol","MIR1587","microRNA 1587","HGNC:41596","Xp11.4"
"RP11-348B17.1","Unmatched","","","",""
"RP11-16E12.2","Unmatched","","","",""
"RP11-126F18.2","Unmatched","","","",""
"RP11-463I20.4","Unmatched","","","",""
"RP11-521C20.5","Unmatched","","","",""
"RP11-519G16.3","Unmatched","","","",""
"RP11-485O10.3","Unmatched","","","",""
"RP11-430B1.1","Unmatched","","","",""
"RNU6-265P","Entry withdrawn","RNU6-265P","","HGNC:47228",""
"RP11-34F13.3","Unmatched","","","",""
"RP11-34F13.2","Unmatched","","","",""
"CTD-2262B20.1","Unmatched","","","",""
"RP11-387D10.3","Unmatched","","","",""
"RP11-654A16.3","Unmatched","","","",""
"RP11-532F6.3","Unmatched","","","",""
"RP11-532F6.4","Unmatched","","","",""
"RP1-90J20.14","Unmatched","","","",""
"RP11-69L16.4","Unmatched","","","",""
"RP11-69L16.3","Unmatched","","","",""
"RP11-69L16.5","Unmatched","","","",""
"RP11-69L16.6","Unmatched","","","",""
"U91328.20","Unmatched","","","",""
"U91328.19","Unmatched","","","",""
"U91328.21","Unmatched","","","",""
"DPCR1","Previous symbol","MUCL3","mucin like 3","HGNC:21666","6p21.33"
"POLR2LP","Previous symbol","POLR2LP1","RNA polymerase II subunit L pseudogene 1","HGNC:31340","6p21.33"
"XXbac-BPG32J3.19","Unmatched","","","",""
"XXbac-BPG32J3.20","Unmatched","","","",""
"XXbac-BPG154L12.5","Unmatched","","","",""
"XXbac-BPG154L12.4","Alias symbol","TSBP1-AS1","TSBP1 and BTNL2 antisense RNA 1","HGNC:39756","6p21.32"
"RP3-340B19.5","Unmatched","","","",""
"RP11-387M24.5","Unmatched","","","",""
"RP1-302G2.5","Unmatched","","","",""
"RP11-154D6.1","Unmatched","","","",""
"RP5-991C6.2","Unmatched","","","",""
"RP1-199J3.6","Unmatched","","","",""
"RP11-404H14.1","Unmatched","","","",""
"FAM26E","Previous symbol","CALHM5","calcium homeostasis modulator family member 5","HGNC:21568","6q22.1"
"ZUFSP","Previous symbol","ZUP1","zinc finger containing ubiquitin peptidase 1","HGNC:21224","6q22.1"
"RP11-210H10__A.1","Unmatched","","","",""
"RP13-143G15.4","Unmatched","","","",""
"RP1-111D6.2","Unmatched","","","",""
"RP5-933K21.3","Unmatched","","","",""
"RP11-130C19.3","Unmatched","","","",""
"LINC00961","Previous symbol","SPAAR","small regulatory polypeptide of amino acid response","HGNC:27244","9p13.3"
"RP11-235C23.5","Unmatched","","","",""
"RP11-65N13.8","Unmatched","","","",""
"RP11-216L13.21","Unmatched","","","",""
"RP11-336A10.7","Unmatched","","","",""
"KIAA1279","Previous symbol","KIFBP","kinesin family binding protein","HGNC:23419","10q22.1"
"RP11-472G21.2","Unmatched","","","",""
"RP11-441O15.3","Unmatched","","","",""
"AJ003147.8","Unmatched","","","",""
"AJ003147.9","Unmatched","","","",""
"RP11-473I1.6","Unmatched","","","",""
"CTC-527H23.3","Unmatched","","","",""
"CTC-527H23.4","Unmatched","","","",""
"RP11-322D14.2","Unmatched","","","",""
"CTD-2600O9.2","Unmatched","","","",""
"RP11-361L15.3","Unmatched","","","",""
"CTD-2033A16.1","Unmatched","","","",""
"AARS","Previous symbol","AARS1","alanyl-tRNA synthetase 1","HGNC:20","16q22.1"
"RP11-46C24.3","Unmatched","","","",""
"RP11-234B24.5","Unmatched","","","",""
"RP3-454B23.1","Unmatched","","","",""
"RP11-283G6.5","Unmatched","","","",""
"RP11-467L13.7","Unmatched","","","",""
"RP11-843B15.4","Unmatched","","","",""
"RP11-474P2.7","Unmatched","","","",""
"RP11-446N19.1","Unmatched","","","",""
"RP11-493L12.7","Unmatched","","","",""
"RP1-197B17.7","Unmatched","","","",""
"RP1-197B17.4","Unmatched","","","",""
"RP11-370I10.12","Unmatched","","","",""
"RP11-161H23.5","Unmatched","","","",""
"RP11-133N21.12","Unmatched","","","",""
"RP3-405J10.3","Unmatched","","","",""
"RP11-407N8.6","Unmatched","","","",""
"RP11-753H16.5","Unmatched","","","",""
"RP11-71J4.2","Unmatched","","","",""
"RP11-321F8.4","Unmatched","","","",""
"RP11-818F20.5","Unmatched","","","",""
"RP11-689B22.2","Unmatched","","","",""
"RP11-423G4.10","Unmatched","","","",""
"RP11-83B20.7","Unmatched","","","",""
"RP11-83B20.8","Unmatched","","","",""
"AC083855.5","Unmatched","","","",""
"RP11-141M3.6","Unmatched","","","",""
"RP11-136C24.3","Unmatched","","","",""
"RP11-1029M24.1","Unmatched","","","",""
"SELK","Alias symbol","SELENOK","selenoprotein K","HGNC:30394","3p21.1"
"RP11-755B10.3","Unmatched","","","",""
"RP11-433A10.3","Unmatched","","","",""
"MINA","Previous symbol","RIOX2","ribosomal oxygenase 2","HGNC:19441","3q11.2"
"RP11-49I4.3","Unmatched","","","",""
"RP11-190C22.1","Unmatched","","","",""
"MAATS1","Previous symbol","CFAP91","cilia and flagella associated protein 91","HGNC:24010","3q13.33"
"RP11-592P9.3","Unmatched","","","",""
"RP11-200A1.1","Unmatched","","","",""
"RP11-789L4.1","Unmatched","","","",""
"RP11-167H9.4","Unmatched","","","",""
"RP11-529G21.3","Unmatched","","","",""
"RP11-432B6.3","Unmatched","","","",""
"RP11-185E8.2","Unmatched","","","",""
"RP11-145M9.2","Unmatched","","","",""
"RP11-393B14.2","Unmatched","","","",""
"RP11-443P15.2","Unmatched","","","",""
"AC046143.6","Unmatched","","","",""
"AC090505.4","Unmatched","","","",""
"AC091633.2","Unmatched","","","",""
"AC090018.1","Unmatched","","","",""
"AC124944.5","Unmatched","","","",""
"RP13-616I3.1","Unmatched","","","",""
"RP5-1116H23.4","Unmatched","","","",""
"RP4-777L9.3","Unmatched","","","",""
"RP3-324O17.8","Unmatched","","","",""
"RP1-148H17.1","Unmatched","","","",""
"AC104794.4","Unmatched","","","",""
"AC106875.1","Unmatched","","","",""
"AC097724.3","Unmatched","","","",""
"RP11-78I14.1","Unmatched","","","",""
"AC007390.4","Unmatched","","","",""
"AC083949.1","Unmatched","","","",""
"RP11-15I20.1","Unmatched","","","",""
"AC093732.1","Unmatched","","","",""
"C2orf61","Previous symbol","STPG4","sperm-tail PG-rich repeat containing 4","HGNC:26850","2p21"
"AC107083.1","Unmatched","","","",""
"AC023115.4","Unmatched","","","",""
"AC016700.6","Unmatched","","","",""
"AC012360.4","Unmatched","","","",""
"RP11-332H14.2","Unmatched","","","",""
"AC114776.3","Unmatched","","","",""
"RP11-394I13.1","Unmatched","","","",""
"AC016737.1","Unmatched","","","",""
"AC079305.11","Unmatched","","","",""
"AC079305.5","Unmatched","","","",""
"AC019080.1","Unmatched","","","",""
"AC133106.2","Unmatched","","","",""
"AC067945.2","Unmatched","","","",""
"RP11-317J9.1","Unmatched","","","",""
"AC098617.1","Unmatched","","","",""
"AC011997.1","Unmatched","","","",""
"AC005037.3","Unmatched","","","",""
"RP11-13J8.1","Unmatched","","","",""
"AC007272.3","Unmatched","","","",""
"AC007283.4","Unmatched","","","",""
"AC007283.5","Unmatched","","","",""
"AC125238.3","Unmatched","","","",""
"AC093698.1","Unmatched","","","",""
"AC012462.1","Unmatched","","","",""
"AC012462.2","Unmatched","","","",""
"RP11-256I23.3","Unmatched","","","",""
"AC073254.1","Unmatched","","","",""
"AC097713.4","Unmatched","","","",""
"AC107079.1","Unmatched","","","",""
"AC112721.1","Unmatched","","","",""
"AC112721.2","Unmatched","","","",""
"RP11-332J15.3","Unmatched","","","",""
"RP11-1C1.6","Unmatched","","","",""
"RP11-1C1.4","Unmatched","","","",""
"RP11-54F2.9","Unmatched","","","",""
"CTD-2290P7.1","Unmatched","","","",""
"SEPP1","Previous symbol","SELENOP","selenoprotein P","HGNC:10751","5p12"
"CTC-498J12.1","Unmatched","","","",""
"RP11-213H15.4","Unmatched","","","",""
"CTD-2061E19.1","Unmatched","","","",""
"RP11-436H11.5","Unmatched","","","",""
"RP11-517I3.1","Unmatched","","","",""
